window_id,attack_type,is_attack,packet_count,byte_count,mean_pkt_size,syn_count,synack_count,fin_count,rst_count,ack_count,psh_count,icmp_count,udp_count,unique_src,unique_dst_ports,new_connections,syn_to_synack_ratio,iat_mean,iat_std,rf_pred,rf_score,lr_pred,if_pred,if_score,in_test,snort_detection,risk_raw,risk_score,risk_level,snort_only,ml_only,hybrid
888,BENIGN,0,10,1745,174.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0321544638285375,1,0,0.0055,0.0055,LOW,0,0,0
889,BENIGN,0,8,934,116.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0141174288107334,0,0,0.0021,0.0021,LOW,0,0,0
891,BENIGN,0,17,2846,167.41,2,2,4,0,15,5,0,0,3,3,2,1.0,0.0403,0.1399,0,0.3779014654428765,1,1,0.5607866904710295,1,0,0.292,0.292,LOW,0,0,0
893,BENIGN,0,9,1396,155.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0010620007410465,1,0,0.0002,0.0002,LOW,0,0,0
894,BENIGN,0,9,949,105.44,1,1,2,0,7,2,1,0,2,2,1,1.0,0.005,0.0063,0,0.0,0,0,0.2132779330911361,0,0,0.032,0.032,LOW,0,0,0
896,BENIGN,0,9,972,108.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0229563276656475,0,0,0.0034,0.0034,LOW,0,0,0
897,BENIGN,0,10,1841,184.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0337565553230037,1,0,0.0057,0.0057,LOW,0,0,0
898,BENIGN,0,9,796,88.44,1,1,2,0,7,2,1,0,2,2,1,1.0,0.005,0.0063,0,0.0,0,0,0.2391606327432491,0,0,0.0359,0.0359,LOW,0,0,0
900,BENIGN,0,8,695,86.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0404325096474347,1,0,0.0061,0.0061,LOW,0,0,0
901,BENIGN,0,10,2444,244.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0570971990857314,0,0,0.0092,0.0092,LOW,0,0,0
903,BENIGN,0,9,1672,185.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0124283265673906,1,0,0.0019,0.0019,LOW,0,0,0
904,BENIGN,0,10,1678,167.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0339663594980927,1,0,0.0057,0.0057,LOW,0,0,0
905,BENIGN,0,9,1307,145.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0039430579421056,1,0,0.0006,0.0006,LOW,0,0,0
906,BENIGN,0,10,2752,275.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.1027979451939028,1,0,0.0161,0.0161,LOW,0,0,0
907,BENIGN,0,10,1346,134.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0520788281642786,0,0,0.0085,0.0085,LOW,0,0,0
908,BENIGN,0,8,834,104.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0258541057406286,0,0,0.0039,0.0039,LOW,0,0,0
909,BENIGN,0,9,1287,143.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0047765795301099,0,0,0.0007,0.0007,LOW,0,0,0
911,BENIGN,0,9,1803,200.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0174474152991566,1,0,0.0026,0.0026,LOW,0,0,0
912,BENIGN,0,8,712,89.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0355917539988717,0,0,0.0053,0.0053,LOW,0,0,0
913,BENIGN,0,19,2989,157.32,2,2,4,0,16,6,1,0,2,3,2,1.0,0.0046,0.005,0,0.2031054876253906,0,1,0.5823978164390856,0,0,0.1991,0.1991,LOW,0,0,0
914,BENIGN,0,45,8400,186.67,5,5,10,0,40,15,0,0,2,6,5,1.0,0.0037,0.0048,0,0.0976879629277227,0,1,0.7838447700093849,1,0,0.1713,0.1713,LOW,0,0,0
915,BENIGN,0,61,11306,185.34,7,7,12,0,54,22,0,0,2,8,7,1.0,0.0056,0.009,0,0.0851475990699926,0,1,0.7798510547978048,1,0,0.1638,0.1638,LOW,0,0,0
916,BENIGN,0,39,6840,175.38,4,4,10,0,35,12,0,0,2,6,4,1.0,0.0066,0.0109,0,0.1461297169189434,0,1,0.7946774183392441,0,0,0.1996,0.1996,LOW,0,0,0
917,BENIGN,0,9,2012,223.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0389467136838531,1,0,0.0058,0.0058,LOW,0,0,0
918,BENIGN,0,8,967,120.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0148590155621299,0,0,0.0022,0.0022,LOW,0,0,0
919,BENIGN,0,8,1137,142.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0202712617438769,1,0,0.003,0.003,LOW,0,0,0
920,BENIGN,0,9,1328,147.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0022404060757513,1,0,0.0003,0.0003,LOW,0,0,0
921,BENIGN,0,10,2541,254.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.064565516351881,0,0,0.0103,0.0103,LOW,0,0,0
922,BENIGN,0,8,771,96.38,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0299625985249181,0,0,0.0045,0.0045,LOW,0,0,0
924,BENIGN,0,8,966,120.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0148590155621299,1,0,0.0022,0.0022,LOW,0,0,0
925,BENIGN,0,8,988,123.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0156880010990374,0,0,0.0024,0.0024,LOW,0,0,0
926,BENIGN,0,8,727,90.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0368994525663104,0,0,0.0055,0.0055,LOW,0,0,0
927,BENIGN,0,8,873,109.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0215268161441312,1,0,0.0032,0.0032,LOW,0,0,0
928,BENIGN,0,8,896,112.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0154799047056696,0,0,0.0023,0.0023,LOW,0,0,0
929,BENIGN,0,11,2523,229.36,1,1,2,0,9,4,1,0,3,2,1,1.0,0.004,0.0037,0,0.0902558910110958,1,0,0.4674177339760163,0,0,0.1198,0.1198,LOW,0,0,0
930,BENIGN,0,10,1143,114.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.0010008741258741,0,0,0.0783951764012143,0,0,0.0123,0.0123,LOW,0,0,0
931,BENIGN,0,10,2683,268.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0880913197231767,0,0,0.0139,0.0139,LOW,0,0,0
932,BENIGN,0,10,1640,164.0,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0306614857521541,0,0,0.0052,0.0052,LOW,0,0,0
933,BENIGN,0,9,1183,131.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0074825826039066,0,0,0.0011,0.0011,LOW,0,0,0
934,BENIGN,0,11,1281,116.45,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,0,0.0030013106159895,0,0,0.2759986674207519,0,0,0.0431,0.0431,LOW,0,0,0
935,BENIGN,0,8,900,112.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0174247771951065,1,0,0.0026,0.0026,LOW,0,0,0
936,BENIGN,0,55,10107,183.76,6,6,12,0,49,19,0,0,2,7,6,1.0,0.0058,0.009,0,0.0410016538184467,0,1,0.7821257393006522,0,0,0.1399,0.1399,LOW,0,0,0
937,BENIGN,0,36,6760,187.78,4,4,8,0,32,12,0,0,3,5,4,1.0,0.0254,0.1166,0,0.2511731539357433,1,1,0.8546992936185569,0,0,0.2664,0.4,MEDIUM,0,0,0
938,BENIGN,0,8,695,86.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0404325096474347,1,0,0.0061,0.0061,LOW,0,0,0
939,BENIGN,0,9,1597,177.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0066027877797628,1,0,0.001,0.001,LOW,0,0,0
940,BENIGN,0,9,1679,186.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0131918617730087,0,0,0.002,0.002,LOW,0,0,0
942,BENIGN,0,8,1212,151.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0281182394634306,0,0,0.0042,0.0042,LOW,0,0,0
943,BENIGN,0,11,2367,215.18,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,0,0.0,0,0,0.2820650924686092,0,0,0.0423,0.0423,LOW,0,0,0
944,BENIGN,0,19,3609,189.95,2,2,4,0,17,7,0,0,3,3,2,1.0,0.0373,0.1384,0,0.0624736147039003,1,1,0.5293640977661486,0,0,0.1138,0.1138,LOW,0,0,0
945,BENIGN,0,10,2388,238.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0529187036426356,0,0,0.0086,0.0086,LOW,0,0,0
946,BENIGN,0,10,2873,287.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.1161563056570833,0,0,0.0181,0.0181,LOW,0,0,0
947,BENIGN,0,9,1223,135.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0058466010175687,0,0,0.0009,0.0009,LOW,0,0,0
948,BENIGN,0,11,2150,195.45,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,0,0.0,0,0,0.2643597041063404,0,0,0.0397,0.0397,LOW,0,0,0
949,BENIGN,0,10,2442,244.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0570971990857314,0,0,0.0092,0.0092,LOW,0,0,0
950,BENIGN,0,8,1111,138.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0196132024391648,0,0,0.0029,0.0029,LOW,0,0,0
952,BENIGN,0,10,1856,185.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0339172035962364,0,0,0.0057,0.0057,LOW,0,0,0
953,CONN_FLOOD,1,87,6951,79.9,11,11,20,0,76,24,0,0,3,12,11,1.0,0.0043,0.0058,1,0.8453635996482569,1,1,0.980002545205993,0,0,0.612,0.612,MEDIUM,0,1,1
954,CONN_FLOOD,1,200,12500,62.5,25,25,50,0,175,50,0,0,2,27,25,1.0,0.0049,0.0062,1,0.9381827776834548,1,1,0.9581266442482804,0,1,0.9597,0.9597,HIGH,1,1,1
955,CONN_FLOOD,1,208,13644,65.6,26,26,52,0,182,52,0,0,3,28,26,1.0,0.0047,0.0061,1,0.9795647827275776,1,1,0.9974977135953134,0,1,0.9884,0.9884,HIGH,1,1,1
956,CONN_FLOOD,1,140,9661,69.01,17,17,36,0,123,35,0,0,3,19,17,1.0,0.0046,0.0059,1,0.9708340240996028,1,1,0.9974977135953134,0,1,0.9836,0.9836,HIGH,1,1,1
957,BENIGN,0,10,1927,192.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0334247711010908,0,0,0.0057,0.0057,LOW,0,0,0
958,BENIGN,0,9,1133,125.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0130783913963493,0,0,0.002,0.002,LOW,0,0,0
959,BENIGN,0,9,1581,175.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0066027877797628,0,0,0.001,0.001,LOW,0,0,0
960,BENIGN,0,8,760,95.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0282351312625172,0,0,0.0042,0.0042,LOW,0,0,0
961,BENIGN,0,53,9613,181.38,6,6,12,0,47,17,0,0,2,7,6,1.0,0.005,0.0061,0,0.0242157488813725,0,1,0.7691138373723588,0,0,0.1287,0.1287,LOW,0,0,0
962,BENIGN,0,36,6720,186.67,4,4,8,0,32,12,0,0,2,5,4,1.0,0.0047,0.006,0,0.0669647185977457,0,1,0.7812744268518613,1,0,0.154,0.154,LOW,0,0,0
963,BENIGN,0,10,1543,154.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0408810160315281,0,0,0.0068,0.0068,LOW,0,0,0
964,BENIGN,0,10,2943,294.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.0055826845140711,0,0,0.1374133652796861,1,0,0.0237,0.0237,LOW,0,0,0
965,BENIGN,0,18,2935,163.06,2,2,4,0,16,6,0,0,2,3,2,1.0,0.0387,0.1387,0,0.0310606385202807,0,0,0.4374588335173481,0,0,0.0827,0.0827,LOW,0,0,0
967,BENIGN,0,9,1694,188.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.012137820095445,0,0,0.0018,0.0018,LOW,0,0,0
968,BENIGN,0,9,1036,115.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0183974210929432,1,0,0.0028,0.0028,LOW,0,0,0
969,BENIGN,0,9,1525,169.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0068582026267602,0,0,0.001,0.001,LOW,0,0,0
971,BENIGN,0,9,1729,192.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0134433971258782,1,0,0.002,0.002,LOW,0,0,0
972,BENIGN,0,9,1985,220.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0289411703948435,0,0,0.0043,0.0043,LOW,0,0,0
974,BENIGN,0,10,2096,209.6,1,1,2,0,8,3,1,0,2,2,1,1.0,0.0044,0.0049,0,0.0050442652667546,0,0,0.2434922057235207,0,0,0.0393,0.0393,LOW,0,0,0
975,BENIGN,0,10,1936,193.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0347449181846172,0,0,0.0059,0.0059,LOW,0,0,0
976,BENIGN,0,9,1441,160.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0006644718391321,0,0,0.0001,0.0001,LOW,0,0,0
977,BENIGN,0,10,1138,113.8,2,2,2,0,8,2,0,0,2,3,2,1.0,0.0932,0.252,0,0.1884898443785982,1,1,0.6181510610206331,0,0,0.1964,0.1964,LOW,0,0,0
978,BENIGN,0,8,1508,188.5,0,0,2,0,8,4,0,0,2,2,0,0.0,0.0043,0.0038,0,0.0282863788749491,0,0,0.5109849854051597,1,0,0.0922,0.0922,LOW,0,0,0
979,BENIGN,0,8,615,76.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0214111534631951,0,0,0.070734863869007,0,0,0.0224,0.0224,LOW,0,0,0
980,BENIGN,0,8,1095,136.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0194068564961411,0,0,0.0029,0.0029,LOW,0,0,0
981,BENIGN,0,8,1196,149.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0267391749492909,0,0,0.004,0.004,LOW,0,0,0
983,BENIGN,0,18,3080,171.11,2,2,4,0,16,6,0,0,2,3,2,1.0,0.0414,0.1496,0,0.0019813210636685,0,0,0.4287508646912286,0,0,0.0654,0.0654,LOW,0,0,0
984,BENIGN,0,10,2807,280.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.1202414192417053,0,0,0.0187,0.0187,LOW,0,0,0
985,BENIGN,0,9,1647,183.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0118157504691562,1,0,0.0018,0.0018,LOW,0,0,0
986,BENIGN,0,9,1601,177.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0069626218538575,1,0,0.001,0.001,LOW,0,0,0
987,BENIGN,0,9,1527,169.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0068582026267602,0,0,0.001,0.001,LOW,0,0,0
988,BENIGN,0,11,1464,133.09,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,0,0.0030013106159895,0,0,0.2599854770418583,0,0,0.0406,0.0406,LOW,0,0,0
989,BENIGN,0,8,827,103.38,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0252359657759287,0,0,0.0038,0.0038,LOW,0,0,0
991,BENIGN,0,8,1156,144.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0220638078810476,1,0,0.0033,0.0033,LOW,0,0,0
993,BENIGN,0,20,5398,269.9,2,2,4,0,18,8,0,0,3,3,2,1.0,0.0355,0.1354,0,0.0990498613653119,0,1,0.6201696673122465,0,0,0.1475,0.1475,LOW,0,0,0
994,BENIGN,0,8,808,101.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0276260860667844,0,0,0.0041,0.0041,LOW,0,0,0
996,BENIGN,0,72,12634,175.47,8,8,16,0,63,23,1,0,2,9,8,1.0,0.0062,0.009,0,0.0634512098306905,0,1,0.8517703072666213,1,0,0.1627,0.4,MEDIUM,0,0,0
997,BENIGN,0,10,2845,284.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.1145750191674147,0,0,0.0178,0.0178,LOW,0,0,0
998,BENIGN,0,10,1176,117.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.0010008741258741,0,0,0.0713029442944561,0,0,0.0112,0.0112,LOW,0,0,0
999,BENIGN,0,8,853,106.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0216804950293497,0,0,0.0033,0.0033,LOW,0,0,0
1000,SLOW_ATTACK,1,50,7970,159.4,6,6,10,0,44,17,0,0,3,7,6,1.0,0.0201,0.0602,1,0.7853976691027662,1,1,0.8844916383456096,1,0,0.5646,0.5646,MEDIUM,0,1,1
1001,SLOW_ATTACK,1,38,5970,157.11,4,4,8,0,34,14,0,0,4,5,4,1.0,0.0226,0.0804,1,0.8337171471140672,1,1,0.857901716378171,0,0,0.5872,0.5872,MEDIUM,0,1,1
1002,BENIGN,0,9,1564,173.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0047543556274303,0,0,0.0007,0.0007,LOW,0,0,0
1003,SLOW_ATTACK,1,9,970,107.78,1,1,3,0,8,2,0,0,3,2,1,1.0,0.0967,0.2438,1,0.5643725593230069,1,1,0.6238740318717206,1,0,0.404,0.404,MEDIUM,0,1,1
1004,BENIGN,0,9,1975,219.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0289411703948435,1,0,0.0043,0.0043,LOW,0,0,0
1006,BENIGN,0,10,1256,125.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.0010008741258741,0,0,0.0635847390406196,0,0,0.0101,0.0101,LOW,0,0,0
1007,BENIGN,0,10,2608,260.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0719047984000197,0,0,0.0114,0.0114,LOW,0,0,0
1008,SLOW_ATTACK,1,15,2288,152.53,2,2,2,0,13,6,0,0,3,3,2,1.0,0.0429,0.1023,1,0.960400583991166,1,1,0.6002766175288542,1,0,0.6183,0.6183,MEDIUM,0,1,1
1009,SLOW_ATTACK,1,12,1990,165.83,1,1,2,0,11,6,0,0,3,2,1,1.0,0.0727,0.1261,1,0.977306889701821,1,1,0.5833411516491317,0,0,0.625,0.625,MEDIUM,0,1,1
1011,SLOW_ATTACK,1,10,1764,176.4,1,1,3,0,9,3,0,0,3,2,1,1.0,0.0158,0.0338,1,0.9213347646172666,1,0,0.3738786679805868,1,0,0.5628,0.5628,MEDIUM,0,1,1
1012,BENIGN,0,11,1709,155.36,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,0,0.0,0,0,0.2488888515936595,1,0,0.0373,0.0373,LOW,0,0,0
1013,BENIGN,0,8,1077,134.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0174092867149366,0,0,0.0026,0.0026,LOW,0,0,0
1015,BENIGN,0,18,3543,196.83,2,2,4,0,16,6,0,0,3,3,2,1.0,0.0518,0.1913,0,0.1030966186627964,1,1,0.5616320929539543,1,0,0.1409,0.1409,LOW,0,0,0
1017,BENIGN,0,9,770,85.56,1,1,2,0,7,2,1,0,2,2,1,1.0,0.005,0.0063,0,0.0,0,0,0.2424810218804063,0,0,0.0364,0.0364,LOW,0,0,0
1018,BENIGN,0,9,1804,200.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0174474152991566,0,0,0.0026,0.0026,LOW,0,0,0
1020,BENIGN,0,10,2428,242.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.056522965051288,1,0,0.0091,0.0091,LOW,0,0,0
1021,SLOW_ATTACK,1,13,1281,98.54,2,2,2,0,11,4,0,0,3,3,2,1.0,0.0239,0.0309,1,0.999603564557444,1,1,0.6032444068919647,0,0,0.6403,0.6403,MEDIUM,0,1,1
1022,SLOW_ATTACK,1,12,1793,149.42,1,1,2,0,11,6,0,0,3,2,1,1.0,0.0397,0.114,1,0.9858063240723314,1,0,0.5234617953777326,0,0,0.6207,0.6207,MEDIUM,0,1,1
1023,SLOW_ATTACK,1,10,1038,103.8,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0473,0.1225,1,0.9953638542058624,1,0,0.5143909347444587,0,0,0.6246,0.6246,MEDIUM,0,1,1
1024,SLOW_ATTACK,1,64,12067,188.55,7,7,15,0,57,21,0,0,3,8,7,1.0,0.0081,0.0276,1,0.6450041370700477,1,1,0.8556695938177662,0,0,0.4831,0.4831,MEDIUM,0,1,1
1025,BENIGN,0,9,913,101.44,1,1,2,0,7,2,1,0,3,2,1,1.0,0.005,0.0063,0,0.0385209058526626,1,0,0.4494457275206466,0,0,0.0886,0.0886,LOW,0,0,0
1026,BENIGN,0,9,1205,133.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0064782223297591,1,0,0.001,0.001,LOW,0,0,0
1027,BENIGN,0,9,1575,175.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0066027877797628,0,0,0.001,0.001,LOW,0,0,0
1029,BENIGN,0,8,875,109.38,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,0,0.0,0,0,0.0215268161441312,0,0,0.0032,0.0032,LOW,0,0,0
1030,BENIGN,0,10,1425,142.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0485768823776431,0,0,0.0079,0.0079,LOW,0,0,0
1031,BENIGN,0,9,1308,145.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0039430579421056,0,0,0.0006,0.0006,LOW,0,0,0
1032,BENIGN,0,16,4101,256.31,2,2,2,0,14,7,0,0,2,3,2,1.0,0.0484,0.1689,0,0.0540154768309419,0,1,0.5718073288632853,0,0,0.1155,0.1155,LOW,0,0,0
1033,SLOW_ATTACK,1,8,336,42.0,1,1,2,0,7,2,0,0,3,3,1,1.0,0.1233,0.1398,1,0.801869380677531,1,1,0.6764960750410223,0,0,0.5425,0.5425,MEDIUM,0,1,1
1034,SLOW_ATTACK,1,10,1083,108.3,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0575,0.1238,1,0.9941885170189644,1,1,0.5342714494898683,0,0,0.6269,0.6269,MEDIUM,0,1,1
1035,SLOW_ATTACK,1,10,1790,179.0,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0832,0.2241,1,0.7102472515572955,1,1,0.5646614623124986,1,0,0.4753,0.4753,MEDIUM,0,1,1
1036,SLOW_ATTACK,1,1,40,40.0,0,0,1,0,1,0,0,0,1,1,0,0.0,1.0,0.0,1,0.9877653350232778,1,1,0.8211121081379963,1,0,0.6664,0.6664,MEDIUM,0,1,1
1037,BENIGN,0,10,2867,286.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.1161123730584831,0,0,0.0181,0.0181,LOW,0,0,0
1038,BENIGN,0,9,1960,217.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0299301900806817,0,0,0.0045,0.0045,LOW,0,0,0
1039,BENIGN,0,10,2582,258.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,0,0.00117035310752,0,0,0.0694535519747132,0,0,0.0111,0.0111,LOW,0,0,0
1040,BENIGN,0,9,1442,160.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0006644718391321,0,0,0.0001,0.0001,LOW,0,0,0
1041,BENIGN,0,9,1935,215.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0294454482214424,0,0,0.0044,0.0044,LOW,0,0,0
1042,BENIGN,0,9,1980,220.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,0,0.0,0,0,0.0289411703948435,0,0,0.0043,0.0043,LOW,0,0,0
1043,SLOW_ATTACK,1,4,170,42.5,1,1,0,0,3,1,0,0,2,2,1,1.0,0.0667,0.0236,1,0.9278915997600156,1,1,0.6140106479601124,1,0,0.6024,0.6024,MEDIUM,0,1,1
1044,SLOW_ATTACK,1,10,1068,106.8,1,1,2,0,9,4,0,0,3,2,1,1.0,0.0444,0.1142,1,0.9941885170189644,1,0,0.5024324889534505,0,0,0.6222,0.6222,MEDIUM,0,1,1
1045,SLOW_ATTACK,1,11,1896,172.36,1,1,2,0,10,5,0,0,3,2,1,1.0,0.0579,0.1218,1,0.968839753843196,1,1,0.5400285253058169,0,0,0.6139,0.6139,MEDIUM,0,1,1
1046,SLOW_ATTACK,1,10,996,99.6,1,1,3,0,9,3,0,0,3,2,1,1.0,0.0269,0.0649,1,0.9787580263649766,1,0,0.4579436821262196,0,0,0.607,0.607,MEDIUM,0,1,1
