window_id,packet_count,byte_count,mean_pkt_size,syn_count,synack_count,fin_count,rst_count,ack_count,psh_count,icmp_count,udp_count,unique_src,unique_dst_ports,new_connections,syn_to_synack_ratio,iat_mean,iat_std,attack_type,is_attack
609,10,1105,110.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
611,8,1182,147.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
612,15,1827,121.8,2,2,3,0,13,5,0,0,3,3,2,1.0,0.019,0.0542,STEALTH_WEB,1
613,9,1869,207.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
614,10,2478,247.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
615,8,1167,145.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
616,9,905,100.56,1,1,2,0,7,2,1,0,2,2,1,1.0,0.005,0.0063,BENIGN,0
617,18,2032,112.89,3,3,3,0,15,5,0,0,3,4,3,1.0,0.0336,0.1163,STEALTH_WEB,1
618,95,18487,194.6,10,10,22,0,85,32,0,0,3,12,10,1.0,0.0071,0.0246,BENIGN,0
620,8,960,120.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
621,11,2282,207.45,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,BENIGN,0
622,9,1342,149.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
623,8,987,123.38,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
625,8,966,120.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
626,10,2024,202.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
627,9,1447,160.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
628,5,1112,222.4,1,1,0,0,4,2,0,0,2,2,1,1.0,0.0025,0.0026,BENIGN,0
629,3,120,40.0,0,0,2,0,3,0,0,0,2,2,0,0.0,0.001,0.0,BENIGN,0
630,8,1040,130.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
632,10,1414,141.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
633,10,2683,268.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
634,9,988,109.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
635,5,1103,220.6,1,1,0,0,4,2,0,0,2,2,1,1.0,0.0025,0.0026,BENIGN,0
636,13,1809,139.15,1,1,4,0,12,4,0,0,2,3,1,1.0,0.0721,0.229,BENIGN,0
638,18,1639,91.06,2,2,4,0,15,5,1,0,3,3,2,1.0,0.0395,0.1401,BENIGN,0
639,9,1249,138.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
640,9,1923,213.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
642,9,1969,218.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
644,8,974,121.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
645,10,2535,253.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
646,10,1678,167.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
647,8,1153,144.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
648,19,4255,223.95,2,2,4,0,17,7,0,0,3,3,2,1.0,0.0418,0.1567,BENIGN,0
649,10,2996,299.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
650,4,248,62.0,1,1,0,0,3,1,0,0,2,2,1,1.0,0.001,0.0,BENIGN,0
651,4,789,197.25,0,0,2,0,4,1,0,0,2,2,0,0.0,0.0073,0.009,BENIGN,0
652,10,1536,153.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
653,10,2901,290.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
655,9,1651,183.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
657,9,1012,112.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
658,18,2809,156.06,2,2,4,0,16,6,0,0,2,3,2,1.0,0.0459,0.1675,BENIGN,0
660,89,16139,181.34,10,10,20,0,79,29,0,0,2,11,10,1.0,0.0047,0.0063,BENIGN,0
662,10,1776,177.6,1,1,2,0,8,3,1,0,2,2,1,1.0,0.0044,0.0049,BENIGN,0
663,10,2217,221.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
665,17,2436,143.29,2,2,4,0,15,5,0,0,2,3,2,1.0,0.0425,0.1483,BENIGN,0
667,9,1108,123.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
669,11,1237,112.45,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,BENIGN,0
670,8,788,98.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
671,8,789,98.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
672,63,11743,186.4,7,7,14,0,56,21,0,0,2,8,7,1.0,0.005,0.0071,BENIGN,0
673,10,2638,263.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
674,10,1161,116.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
675,9,1103,122.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
676,8,1198,149.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
677,10,2039,203.9,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
678,9,1840,204.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
679,10,2888,288.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
680,9,2081,231.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
682,10,1961,196.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
684,9,1991,221.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
685,9,1237,137.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
686,10,1520,152.0,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
687,9,1133,125.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
688,8,741,92.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
689,2,80,40.0,1,1,0,0,1,0,0,0,2,2,1,1.0,0.001,0.0,BENIGN,0
690,17,3411,200.65,1,1,4,0,16,7,0,0,3,3,1,1.0,0.0591,0.2128,BENIGN,0
692,16,1788,111.75,2,2,4,0,14,4,0,0,3,3,2,1.0,0.0435,0.1457,BENIGN,0
694,11,2487,226.09,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,BENIGN,0
695,9,1062,118.0,1,1,2,0,7,2,1,0,2,2,1,1.0,0.005,0.0063,BENIGN,0
696,8,853,106.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
697,9,867,96.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
698,9,1624,180.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
700,9,1130,125.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
701,9,1024,113.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
702,34,5005,147.21,5,5,6,0,29,12,0,0,3,6,5,1.0,0.0229,0.0559,HTTP_ATTACK,1
703,26,2961,113.88,4,4,5,0,22,8,0,0,3,5,4,1.0,0.0257,0.0626,HTTP_ATTACK,1
704,24,2553,106.38,4,4,4,0,20,8,0,0,2,5,4,1.0,0.035,0.0825,HTTP_ATTACK,1
705,34,4578,134.65,5,5,6,0,29,12,0,0,3,6,5,1.0,0.0262,0.0665,HTTP_ATTACK,1
706,14,1907,136.21,2,2,3,0,12,4,0,0,3,3,2,1.0,0.0063,0.0086,HTTP_ATTACK,1
707,8,914,114.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
709,19,4063,213.84,2,2,4,0,16,6,1,0,2,3,2,1.0,0.0493,0.1857,BENIGN,0
711,10,2199,219.9,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
712,10,1828,182.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
713,8,709,88.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
715,9,1189,132.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
716,8,1290,161.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
717,10,1890,189.0,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
718,9,1509,167.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
720,11,1694,154.0,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,BENIGN,0
721,9,1740,193.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
723,10,1493,149.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
724,10,1944,194.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
725,10,1265,126.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
727,18,3495,194.17,2,2,4,0,16,6,0,0,2,3,2,1.0,0.0476,0.1743,BENIGN,0
729,8,946,118.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
730,11,1578,143.45,1,1,2,0,9,4,1,0,3,2,1,1.0,0.004,0.0037,BENIGN,0
731,8,1202,150.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
733,10,1585,158.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
735,18,3605,200.28,2,2,4,0,16,6,0,0,3,3,2,1.0,0.0463,0.1694,BENIGN,0
736,89,15930,178.99,10,10,20,0,79,29,0,0,2,11,10,1.0,0.0055,0.0075,BENIGN,0
737,9,1947,216.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
738,9,1234,137.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
740,9,1018,113.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
741,10,1757,175.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
743,10,2867,286.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
744,10,2657,265.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
746,11,1330,120.91,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,BENIGN,0
747,15,2290,152.67,2,2,2,0,13,6,0,0,2,3,2,1.0,0.0494,0.1653,BENIGN,0
748,12,1178,98.17,1,1,4,0,11,3,0,0,3,3,1,1.0,0.0575,0.1712,BENIGN,0
750,74,14595,197.23,8,8,16,0,65,25,1,0,2,9,8,1.0,0.0043,0.0059,BENIGN,0
751,9,2085,231.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
752,8,1216,152.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
753,8,949,118.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
754,10,2417,241.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
755,16,3675,229.69,2,2,2,0,14,7,0,0,3,3,2,1.0,0.0444,0.153,BENIGN,0
756,12,1304,108.67,1,1,4,0,11,3,0,0,2,3,1,1.0,0.0818,0.2479,BENIGN,0
757,5,784,156.8,1,1,0,0,4,2,0,0,2,2,1,1.0,0.0025,0.0026,BENIGN,0
758,4,204,51.0,0,0,2,0,3,0,1,0,2,2,0,0.0,0.0033,0.0033,BENIGN,0
759,10,2876,287.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
760,10,2713,271.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
761,10,2881,288.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
762,10,2879,287.9,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
764,8,1132,141.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
765,8,926,115.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
767,81,15469,190.98,9,9,18,0,72,27,0,0,2,10,9,1.0,0.0058,0.0095,BENIGN,0
768,10,2792,279.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
770,9,1084,120.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
771,8,1151,143.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
772,18,2805,155.83,2,2,4,0,16,6,0,0,2,3,2,1.0,0.0483,0.1774,BENIGN,0
774,8,707,88.38,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
775,11,1567,142.45,1,1,2,0,9,4,1,0,3,2,1,1.0,0.004,0.0037,BENIGN,0
776,10,1803,180.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
778,8,1008,126.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
780,8,1183,147.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
781,9,1617,179.67,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
782,8,876,109.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
783,16,3900,243.75,2,2,2,0,14,7,0,0,2,3,2,1.0,0.0458,0.1591,BENIGN,0
784,4,204,51.0,0,0,2,0,3,0,1,0,2,2,0,0.0,0.0033,0.0033,BENIGN,0
785,10,2500,250.0,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
786,5,1106,221.2,1,1,0,0,4,2,0,0,2,2,1,1.0,0.0025,0.0026,BENIGN,0
787,3,120,40.0,0,0,2,0,3,0,0,0,2,2,0,0.0,0.001,0.0,BENIGN,0
788,10,2513,251.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
789,8,1060,132.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
791,9,1380,153.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
792,10,1323,132.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
793,8,1213,151.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
794,10,2279,227.9,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
795,10,2981,298.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
796,9,1813,201.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
797,9,1013,112.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
798,10,1443,144.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
799,9,1228,136.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
801,155,80103,516.79,1,1,2,0,8,3,146,0,3,2,1,1.0,0.0056,0.0012,ICMP_FLOOD,1
802,175,96034,548.77,1,1,2,0,7,2,167,0,3,2,1,1.0,0.0057,0.0011,ICMP_FLOOD,1
803,176,101341,575.8,1,1,2,0,9,4,166,0,3,2,1,1.0,0.0057,0.0012,ICMP_FLOOD,1
804,22,11677,530.77,0,0,0,0,0,0,22,0,1,0,0,0.0,0.006,0.0,ICMP_FLOOD,1
805,10,1335,133.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
806,9,949,105.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
807,9,1910,212.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
808,9,1880,208.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
809,10,2849,284.9,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
811,8,1233,154.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
812,8,1061,132.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
813,9,1436,159.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
814,8,1028,128.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
815,9,1992,221.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
817,9,1786,198.44,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
818,8,892,111.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
819,8,705,88.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
821,20,2675,133.75,2,2,4,0,17,7,1,0,2,3,2,1.0,0.0429,0.1652,BENIGN,0
822,10,2886,288.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
824,8,1044,130.5,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
825,8,864,108.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
826,10,2684,268.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
828,11,2663,242.09,1,1,2,0,9,4,1,0,3,2,1,1.0,0.004,0.0037,BENIGN,0
830,8,857,107.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
831,8,1256,157.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
832,9,1196,132.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
833,11,1710,155.45,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,BENIGN,0
834,8,1231,153.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
835,8,874,109.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
836,10,2323,232.3,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
837,10,2740,274.0,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
838,9,1233,137.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
839,9,1236,137.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
840,10,1168,116.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
841,8,869,108.62,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
842,10,1639,163.9,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
843,9,1585,176.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
844,11,2354,214.0,1,1,2,0,9,4,1,0,2,2,1,1.0,0.004,0.0037,BENIGN,0
845,8,1095,136.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
846,9,1011,112.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
847,4,342,85.5,1,1,0,0,3,1,0,0,2,2,1,1.0,0.001,0.0,BENIGN,0
848,4,658,164.5,0,0,2,0,4,1,0,0,2,2,0,0.0,0.0073,0.009,BENIGN,0
849,10,2407,240.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
850,8,1115,139.38,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
851,9,905,100.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
852,9,1973,219.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
853,7,1742,248.86,1,1,0,0,6,4,0,0,2,2,1,1.0,0.003,0.0022,BENIGN,0
854,4,204,51.0,0,0,2,0,3,0,1,0,2,2,0,0.0,0.0033,0.0033,BENIGN,0
855,8,807,100.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
856,9,1143,127.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
857,1,40,40.0,1,0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0,BENIGN,0
858,8,980,122.5,0,1,2,0,8,3,0,0,2,2,0,0.0,0.0044,0.0052,BENIGN,0
859,10,1387,138.7,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
860,11,1669,151.73,1,1,2,0,9,4,1,0,3,2,1,1.0,0.004,0.0037,BENIGN,0
861,8,839,104.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
863,10,2745,274.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
864,8,713,89.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
866,10,1859,185.9,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
867,10,2013,201.3,1,1,2,0,8,3,1,0,2,2,1,1.0,0.0044,0.0049,BENIGN,0
868,10,1166,116.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
869,9,1106,122.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
870,9,1304,144.89,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
871,8,1151,143.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
872,10,2569,256.9,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
874,9,1933,214.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
875,9,1557,173.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
876,10,1742,174.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
877,9,1719,191.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
878,9,1802,200.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
879,8,946,118.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
881,11,1572,142.91,1,1,2,0,9,4,1,0,3,2,1,1.0,0.004,0.0037,BENIGN,0
882,8,897,112.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
883,85,16010,188.35,10,10,18,0,75,28,0,0,2,11,10,1.0,0.0061,0.0091,BENIGN,0
884,6,1560,260.0,0,0,2,0,6,3,0,0,2,2,0,0.0,0.0058,0.0056,BENIGN,0
885,9,1013,112.56,1,1,2,0,7,2,1,0,2,2,1,1.0,0.005,0.0063,BENIGN,0
886,10,1709,170.9,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
888,10,1745,174.5,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
889,8,934,116.75,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
891,17,2846,167.41,2,2,4,0,15,5,0,0,3,3,2,1.0,0.0403,0.1399,BENIGN,0
893,9,1396,155.11,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
894,9,949,105.44,1,1,2,0,7,2,1,0,2,2,1,1.0,0.005,0.0063,BENIGN,0
896,9,972,108.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
897,10,1841,184.1,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
898,9,796,88.44,1,1,2,0,7,2,1,0,2,2,1,1.0,0.005,0.0063,BENIGN,0
900,8,695,86.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
901,10,2444,244.4,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
903,9,1672,185.78,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
904,10,1678,167.8,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
905,9,1307,145.22,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
906,10,2752,275.2,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
907,10,1346,134.6,1,1,2,0,9,4,0,0,2,2,1,1.0,0.0036,0.0036,BENIGN,0
908,8,834,104.25,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
909,9,1287,143.0,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
911,9,1803,200.33,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
912,8,712,89.0,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
913,19,2989,157.32,2,2,4,0,16,6,1,0,2,3,2,1.0,0.0046,0.005,BENIGN,0
914,45,8400,186.67,5,5,10,0,40,15,0,0,2,6,5,1.0,0.0037,0.0048,BENIGN,0
915,61,11306,185.34,7,7,12,0,54,22,0,0,2,8,7,1.0,0.0056,0.009,BENIGN,0
916,39,6840,175.38,4,4,10,0,35,12,0,0,2,6,4,1.0,0.0066,0.0109,BENIGN,0
917,9,2012,223.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
918,8,967,120.88,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
919,8,1137,142.12,1,1,2,0,7,2,0,0,2,2,1,1.0,0.0046,0.0066,BENIGN,0
920,9,1328,147.56,1,1,2,0,8,3,0,0,2,2,1,1.0,0.004,0.005,BENIGN,0
